timestamp,value,anomaly_category,severity_score
2013-10-09 16:25:00,9926554.0,Spike,0.3670453475099865
2013-10-09 16:30:00,50745578.0,Spike,2.170413621906085
2013-10-09 16:35:00,61519397.0,Spike,2.646396667916345
2013-10-09 16:40:00,55996401.0,Spike,2.4023928973701274
2013-10-09 16:45:00,40876988.0,Spike,1.7344232337228058
2013-10-09 16:50:00,27578939.0,Spike,1.1469207084795574
2013-10-09 16:55:00,21556437.0,Spike,0.8808489611666611
2013-10-09 17:00:00,17440444.6,Spike,0.6990060510614254
2013-10-09 17:05:00,15573374.0,Spike,0.6165196132157363
2013-10-09 17:10:00,16861197.6,Spike,0.6734151485734308
2013-10-09 17:15:00,15478144.6,Spike,0.6123124161316077
2013-10-09 17:20:00,13678676.6,Spike,0.532812634314409
2013-10-09 17:25:00,11499313.8,Spike,0.43652925105862495
2013-10-09 17:30:00,12124202.8,Spike,0.46413659898588316
2013-10-09 17:35:00,9052782.8,Spike,0.3284424827976649
2013-10-09 17:40:00,8203117.2,Spike,0.2909045939229646
2013-10-09 17:45:00,8309003.0,Spike,0.295582586528301
2013-10-09 17:50:00,7288143.8,Spike,0.250481432372695
2013-10-09 17:55:00,8049176.2,Spike,0.28410354166045065
2013-10-09 18:00:00,7444835.6,Spike,0.2574040138870893
2013-10-09 18:05:00,6954155.4,Spike,0.23572595746040131
2013-10-09 18:10:00,7231045.0,Spike,0.2479588300579976
2013-10-09 18:15:00,8040165.8,Spike,0.28370546576574973
2013-10-09 18:20:00,8041010.6,Spike,0.28374278869434816
2013-10-09 18:25:00,8631127.0,Spike,0.3098138969589857
2013-10-09 18:30:00,10871151.8,Spike,0.4087773032908095
2013-10-09 18:35:00,12124409.6,Spike,0.46414573532777953
2013-10-09 18:40:00,13318374.8,Spike,0.5168946438370324
2013-10-09 18:45:00,13666994.4,Spike,0.5322965193564632
2013-10-09 18:50:00,14298954.0,Spike,0.5602162435845596
2013-10-09 18:55:00,12679300.0,Spike,0.48866057289780485
2013-10-09 19:00:00,13892004.8,Spike,0.5422373894950823
2013-10-09 19:05:00,14145179.8,Spike,0.553422560479823
2013-10-09 19:10:00,13505345.2,Spike,0.5251549218782503
2013-10-09 19:15:00,12603028.8,Spike,0.4852909415629126
2013-10-09 19:20:00,12435453.8,Spike,0.4778875445933543
2013-10-09 19:25:00,12193640.4,Spike,0.46720432458584366
2013-10-09 19:30:00,11542288.0,Spike,0.4384278341530554
2013-10-09 19:35:00,11432968.6,Spike,0.43359814646292294
2013-10-09 19:40:00,12384512.2,Spike,0.47563696493013213
2013-10-09 19:45:00,11534099.6,Spike,0.43806607389200486
2013-10-09 19:50:00,14190782.8,Spike,0.5554372829145702
2013-10-09 19:55:00,10355034.8,Spike,0.3859754591390118
2013-10-09 20:00:00,11658785.8,Spike,0.44357466070522733
2013-10-09 20:05:00,11139206.8,Spike,0.420619866767909
2013-10-09 20:10:00,8083117.8,Spike,0.285603068072994
2013-10-09 20:15:00,8599227.6,Spike,0.3084045941316503
2013-10-09 20:20:00,9273135.2,Spike,0.338177564345598
2013-10-09 20:25:00,10097324.2,Spike,0.37458990714699003
2013-10-09 20:30:00,7103913.6,Spike,0.24234221527956584
2013-10-09 20:35:00,6885343.0,Spike,0.23268585294822447
2013-10-09 20:40:00,9448017.6,Spike,0.34590379934598037
2013-10-09 20:45:00,9151835.2,Spike,0.33281857850399027
2013-10-09 20:50:00,7744279.8,Spike,0.2706333397580832
2013-10-09 20:55:00,8781789.8,Spike,0.316470119647007
2013-10-09 21:00:00,8182947.4,Spike,0.29001350016675637
2013-10-09 21:05:00,8303328.2,Spike,0.2953318761173038
2013-10-09 21:10:00,7031833.4,Spike,0.2391577406607674
2013-10-09 21:15:00,8185888.6,Spike,0.2901434412150443
2013-10-09 21:20:00,8057902.0,Spike,0.28448904404014314
2013-10-09 21:25:00,7633338.0,Spike,0.2657319750800743
2013-10-09 21:30:00,6917495.8,Spike,0.23410635088695525
2013-10-09 21:35:00,6870317.0,Spike,0.23202201023383043
2013-10-09 21:40:00,7294645.6,Spike,0.2507686793153575
2013-10-09 21:45:00,5611490.2,Spike,0.17640754198785857
2013-10-09 21:50:00,6072482.4,Spike,0.19677399436124363
2013-10-09 21:55:00,5285099.8,Spike,0.16198774369901528
2013-10-09 22:00:00,6168137.2,Spike,0.20099998544848038
2013-10-09 22:05:00,5984117.8,Spike,0.19287008141565967
2013-10-09 22:10:00,5378818.4,Spike,0.16612819423896008
2013-10-09 22:15:00,4649463.4,Spike,0.13390557990667798
2013-10-09 22:20:00,4785452.6,Spike,0.1399135287723957
2013-10-09 22:25:00,3547037.6,Spike,0.08520084574655354
2013-10-09 22:30:00,4001507.2,Spike,0.10527913224153405
2013-10-09 22:35:00,3605455.2,Spike,0.0877817121216624
2013-10-09 22:40:00,3690194.0,Spike,0.09152543866275745
2013-10-09 22:45:00,3352156.8,Spike,0.07659108937391386
2013-10-09 22:50:00,3301986.2,Spike,0.07437457218459018
2013-10-09 22:55:00,3269069.2,Spike,0.07292031219326121
2013-10-09 23:00:00,3290852.4,Spike,0.07388268532091916
2013-10-09 23:05:00,1511772.6,Spike,0.004716353914780262
2013-10-09 23:10:00,1361081.2,Spike,0.011373840139446794
2013-10-09 23:15:00,1313713.0,Spike,0.013466548409376257
2013-10-09 23:20:00,2147718.8,Spike,0.0233794967185606
2013-10-09 23:25:00,1998864.2,Spike,0.01680315958864977
2013-10-09 23:30:00,1534170.4,Spike,0.0037268280031301304
2013-10-09 23:35:00,978077.0,Spike,0.02829481363554161
2013-10-09 23:40:00,974482.6,Spike,0.028453612800496887
2013-10-09 23:45:00,1120244.0,Spike,0.022013932018527197
2013-10-09 23:50:00,1041381.4,Spike,0.0254980503765847
2013-10-09 23:55:00,1315852.8,Spike,0.01337201289491729
2013-10-10 00:00:00,1663223.0,Spike,0.001974664628548916
2013-10-10 00:05:00,881168.6,Spike,0.0325761882730755
2013-10-10 00:10:00,864271.8,Spike,0.03332268218872659
2013-10-10 00:15:00,831722.8,Spike,0.0347606840861585
2013-10-10 00:20:00,1025884.6,Spike,0.026182692848062253
2013-10-10 00:25:00,1056338.6,Spike,0.024837247218875747
2013-10-10 00:30:00,1342641.2,Spike,0.012188512018418326
2013-10-10 00:35:00,901321.4,Spike,0.03168584557011793
2013-10-10 00:40:00,994254.0,Spike,0.027580120198116315
2013-10-10 00:45:00,995340.2,Spike,0.027532132313358243
2013-10-10 00:50:00,1042389.8,Spike,0.025453499664938553
2013-10-10 00:55:00,1468524.8,Spike,0.006627024548586394
2013-10-10 01:00:00,1874774.4,Spike,0.011320921490645343
2013-10-10 01:05:00,1068452.6,Spike,0.02430205550836267
2013-10-10 01:10:00,997374.4,Spike,0.02744226216497408
2013-10-10 01:15:00,1185431.8,Spike,0.019133960895315674
2013-10-10 01:20:00,1253500.4,Spike,0.0161267171718362
2013-10-10 01:25:00,1019610.0,Spike,0.026459902184927477
2013-10-10 01:30:00,1467012.8,Spike,0.00669382410829382
2013-10-10 01:35:00,889605.0,Spike,0.032203471470485724
2013-10-10 01:40:00,825968.8,Spike,0.03501489352171176
2013-10-10 01:45:00,944624.6,Spike,0.02977272738630665
2013-10-10 01:50:00,1014397.6,Spike,0.026690183947506177
2013-10-10 01:55:00,985993.2,Spike,0.02794507906242261
2013-10-10 02:00:00,1556147.0,Spike,0.0027559105402556266
2013-10-10 02:05:00,918924.2,Spike,0.030908160854762178
2013-10-10 02:10:00,946216.0,Spike,0.029702419966122523
2013-10-10 02:15:00,1203311.6,Spike,0.018344038429934154
2013-10-10 02:20:00,818717.8,Spike,0.03533523982292774
2013-10-10 02:25:00,1271861.4,Spike,0.015315535481500175
2013-10-10 02:30:00,1249426.0,Spike,0.0163067225462224
2013-10-10 02:35:00,959763.2,Spike,0.02910391004861693
2013-10-10 02:40:00,894922.6,Spike,0.03196854201367341
2013-10-10 02:45:00,1035031.6,Spike,0.025778582019594105
2013-10-10 02:50:00,1291079.8,Spike,0.014466474199568145
2013-10-10 02:55:00,1066712.6,Spike,0.02437892801754979
2013-10-10 03:00:00,2790829.8,Spike,0.05179188537134048
2013-10-10 03:05:00,2466770.6,Spike,0.037475078572966766
2013-10-10 03:10:00,3168191.8,Spike,0.06846358871149533
2013-10-10 03:15:00,1362582.2,Spike,0.011307526555372158
2013-10-10 03:20:00,1203811.0,Spike,0.018321975136205395
2013-10-10 03:25:00,892913.2,Spike,0.03205731650790364
2013-10-10 03:30:00,1422962.0,Spike,0.008639970963293777
2013-10-10 03:35:00,1272848.0,Spike,0.015271947885199014
2013-10-10 03:40:00,1383750.2,Spike,0.01037233271946818
2013-10-10 03:45:00,973746.4,Spike,0.028486137824211572
2013-10-10 03:50:00,1240975.6,Spike,0.016680057863253904
